loan_id,funded_amount,funded_date,duration years,duration months,10 yr treasury index date funded,interest rate,payments,total past payments,loan balance,property value,purpose,firstname,middlename,lastname,employment length,quarter,months remain,year
LL0000711,1630000,2015-10-18,30,360,2.04,0.03638,7445.57,50,1257721.6,1886800,investment property,Ezekiel,Kai,Mason,16,2015Q4,310,2015
LL0000119,1632000,2012-08-21,15,180,1.8,0.03098,11347.37,88,633431.24,1886450,commerical property,Melissa,Elaina,Garrett,3,2012Q3,92,2012
LL0000725,1830000,2016-11-28,30,360,2.3124,0.03911,8643.06,37,1510206.61,1886450,commerical property,Leslie,Annalise,Sharp,17,2016Q4,323,2016
LL0000682,1790000,2014-09-28,30,360,2.54,0.04138,8688.76,63,1242608.42,1886050,home,Cecilia,Gabrielle,Stephens,10,2014Q3,297,2014
LL0001218,1728000,2014-10-06,30,360,2.43,0.04028,8277.65,62,1214785.41,1883650,home,Selah,Kara,Moody,11,2014Q4,298,2014
LL0001580,1780000,2017-09-03,30,360,2.1657,0.03764,8257.6,27,1557044.68,1882500,commerical property,Ian,Angel,Goddard,14,2017Q3,333,2017
LL0000212,1720000,2014-05-25,30,360,2.54,0.04138,8348.97,67,1160618.91,1882350,investment property,Angel,Aaron,Chase,8,2014Q2,293,2014
LL0001151,1728000,2018-02-17,30,360,2.87,0.04468,8722.7,22,1536100.66,1882150,commerical property,Gracelyn,Annabella,Reeves,3,2018Q1,338,2018
LL0000572,1752000,2016-03-23,30,360,1.88,0.03478,7845.76,45,1398940.66,1880950,home,Elliot,Madison,Booth,10,2016Q1,315,2016
LL0000757,1790000,2015-01-15,15,180,1.77,0.03068,12420.04,59,1057217.86,1880600,commerical property,Magnolia,Charlotte,Oneill,6,2015Q1,121,2015
LL0001070,1716000,2014-04-18,30,360,2.73,0.04328,8520.23,68,1136624.29,1880200,commerical property,Giselle,Keira,Vargas,5,2014Q2,292,2014
LL0001513,1820000,2016-09-23,30,360,1.6184,0.03217,7887.83,39,1512374.65,1879750,home,Gloria,Savanna,Cardenas,9,2016Q3,321,2016
LL0001423,1860000,2019-01-04,30,360,2.67,0.04268,9169.69,11,1759133.38,1878100,home,Caleb,Anthony,Busby,4,2019Q1,349,2019
LL0000506,1740000,2012-08-15,30,360,1.8,0.03398,7714.64,88,1061111.33,1874750,home,Malik,Pedro,Humphrey,5,2012Q3,272,2012
LL0000647,1720000,2014-11-01,30,360,2.35,0.03948,8160.06,62,1214076.06,1874350,home,Sawyer,Brandon,Shelton,17,2014Q4,298,2014
LL0001155,1610000,2012-02-20,30,360,2.01,0.03608,7327.03,94,921259.22,1873600,commerical property,Julian,Joshua,Kinsey,4,2012Q1,266,2012
LL0000780,1740000,2019-04-23,30,360,2.57,0.04168,8476.43,8,1672188.54,1872650,home,Cole,Declan,Cole,7,2019Q2,352,2019
LL0001682,1730000,2018-10-17,30,360,3.19,0.04788,9064.17,14,1603101.67,1872050,home,Brendan,Solomon,Macias,14,2018Q4,346,2018
LL0001502,1752000,2013-06-07,30,360,2.17,0.03768,8131.69,78,1117728.16,1871950,investment property,Daphne,Briana,Luna,17,2013Q2,282,2013
LL0000463,1610000,2012-04-04,30,360,2.25,0.03848,7545.97,92,915770.41,1871400,commerical property,Mark,Maverick,Cobb,3,2012Q2,268,2012
LL0000150,1740000,2016-02-09,30,360,1.74,0.03338,7656.88,46,1387783.44,1871100,investment property,Logan,Amari,Rodgers,15,2016Q1,314,2016
LL0001464,1716000,2014-10-24,30,360,2.29,0.03888,8082.03,62,1214913.91,1870750,home,Paislee,Gracelyn,Cohen,11,2014Q4,298,2014
LL0000181,1820000,2017-05-27,30,360,2.2465,0.03845,8527.11,31,1555659.47,1867450,home,Daniella,Sabrina,Fleming,17,2017Q2,329,2017
LL0000148,1690000,2013-08-24,30,360,2.82,0.04418,8480.84,76,1045456.31,1866050,commerical property,Harper,Charlotte,Maldonado,5,2013Q3,284,2013
LL0001024,1700000,2014-03-14,30,360,2.65,0.04248,8360.99,69,1123091.84,1865950,home,Blake,Jaxson,Ruff,9,2014Q1,291,2014
LL0000871,1570000,2013-08-28,30,360,2.78,0.04378,7841.56,76,974041.68,1865850,commerical property,Jeremy,Caiden,Strauss,15,2013Q3,284,2013
LL0001002,1670000,2019-03-27,30,360,2.39,0.03988,7961.29,9,1598348.42,1864000,investment property,Lena,Maddison,Schneider,6,2019Q1,351,2019
LL0001148,1770000,2018-02-24,30,360,2.88,0.04478,8945.21,22,1573205.43,1863800,commerical property,Brooks,Gael,Aguirre,9,2018Q1,338,2018
LL0001415,1632000,2017-03-07,30,360,2.5179,0.04116,7900.95,33,1371268.57,1863500,home,Juan,Greyson,West,3,2017Q1,327,2017
LL0001666,1788000,2019-03-17,30,360,2.59,0.04188,8731.11,9,1709420.02,1862500,commerical property,Madisyn,Remi,Buchanan,17,2019Q1,351,2019
LL0000287,1692000,2014-02-01,30,360,2.67,0.04268,8341.46,71,1099756.17,1860000,investment property,Miriam,Ashlyn,Alvarado,2,2014Q1,289,2014
LL0000914,1670000,2016-05-04,30,360,1.79,0.03388,7395.03,43,1352013.74,1856850,home,Elsie,Jayleen,Quinn,18,2016Q2,317,2016
LL0001703,1644000,2018-03-18,30,360,2.85,0.04448,8279.19,21,1470137.04,1856700,home,Genevieve,Jessica,Gardner,18,2018Q1,339,2018
LL0001497,1750000,2014-03-04,30,360,2.7,0.04298,8658.2,69,1152584.53,1856450,investment property,Prince,Porter,Keith,10,2014Q1,291,2014
LL0000925,1710000,2012-01-16,30,360,1.89,0.03488,7667.21,95,981614.64,1855350,investment property,Jacob,Cole,Longoria,9,2012Q1,265,2012
LL0000498,1670000,2019-10-11,30,360,1.76,0.03358,7367.3,2,1655265.4,1854100,investment property,Kyler,Ricardo,Houston,13,2019Q4,358,2019
LL0001019,1760000,2014-11-12,30,360,2.37,0.03968,8370.07,61,1249425.58,1853800,home,Cristian,Leland,Hook,3,2014Q4,299,2014
LL0000099,1740000,2013-11-12,30,360,2.8,0.04398,8711.18,73,1104083.54,1852050,commerical property,James,Max,Hsu,5,2013Q4,287,2013
LL0001577,1650000,2018-11-07,15,180,3.22,0.04518,12637.57,13,1485711.54,1851000,investment property,Jayden,Jackson,Lopez,3,2018Q4,167,2018
LL0001323,1644000,2018-07-16,30,360,2.85,0.04448,8279.19,17,1503253.79,1850700,commerical property,Juliette,Noelle,Harper,6,2018Q3,343,2018
LL0001645,1596000,2016-02-08,15,180,1.75,0.03048,11058.56,46,1087306.03,1847150,home,Sophia,Emily,Ortega,9,2016Q1,134,2016
LL0001474,1600000,2013-03-17,30,360,2.01,0.03608,7281.52,81,1010196.88,1844050,investment property,Liliana,Jasmine,Mcdonald,15,2013Q1,279,2013
LL0001394,1584000,2015-08-16,30,360,2.2,0.03798,7378.96,52,1200294.02,1843950,commerical property,Damian,Camden,Burkhart,15,2015Q3,308,2015
LL0000621,1740000,2017-08-20,30,360,2.1939,0.03792,8099.74,28,1513207.4,1843200,home,Benjamin,Brantley,Wray,2,2017Q3,332,2017
LL0000336,1704000,2012-06-13,15,180,1.61,0.02908,11692.26,90,651696.51,1841900,home,Anderson,Maximiliano,Nunez,8,2012Q2,90,2012
LL0000362,1690000,2018-05-07,30,360,2.95,0.04548,8611.25,19,1526386.27,1840200,investment property,Felix,Chance,Morrow,7,2018Q2,341,2018
LL0000994,1740000,2014-07-15,30,360,2.56,0.04158,8466.3,65,1189690.53,1839800,commerical property,Christopher,Jayden,Christian,11,2014Q3,295,2014
LL0001476,1770000,2016-03-07,30,360,1.91,0.03508,7956.0,45,1411980.12,1839750,home,Adelynn,Malia,Lucas,2,2016Q1,315,2016
LL0001360,1596000,2016-07-07,30,360,1.4,0.02998,6727.08,41,1320189.76,1839650,investment property,Henley,Cameron,Guerra,18,2016Q3,319,2016
LL0001700,1764000,2015-11-17,30,360,2.25,0.03848,8267.76,49,1358879.63,1839300,commerical property,Kayden,Ezra,Gutierrez,17,2015Q4,311,2015
LL0001680,1680000,2017-11-08,15,180,2.3343,0.03633,12120.05,25,1376998.69,1839200,investment property,Tucker,Jeremy,Harrington,13,2017Q4,155,2017
LL0001222,1600000,2013-07-03,30,360,2.52,0.04118,7747.89,77,1003412.47,1838650,investment property,Braxton,Justin,Watt,11,2013Q3,283,2013
LL0000494,1630000,2015-03-07,30,360,2.24,0.03838,7630.41,57,1195066.74,1838050,investment property,Charlie,Jared,Chapa,4,2015Q1,303,2015
LL0001184,1620000,2014-08-20,15,180,2.43,0.03728,11763.33,64,867146.88,1838000,investment property,Caden,Hector,Luther,11,2014Q3,116,2014
LL0001531,1750000,2015-03-11,30,360,2.11,0.03708,8062.87,57,1290416.25,1837850,commerical property,Bentley,Tyler,Gregory,8,2015Q1,303,2015
LL0000781,1620000,2014-09-02,15,180,2.42,0.03718,11755.3,63,879415.99,1837350,home,Shane,Marcos,Herrmann,8,2014Q3,117,2014
LL0000432,1610000,2014-02-27,30,360,2.65,0.04248,7918.35,70,1055715.69,1836700,commerical property,Jose,Caden,Parish,16,2014Q1,290,2014
LL0001619,1710000,2019-09-22,15,180,1.74,0.03038,11840.22,3,1674479.33,1835050,commerical property,Barrett,Johnny,Frazier,13,2019Q3,177,2019
LL0001613,1600000,2013-09-26,15,180,2.66,0.03958,11801.36,75,714898.03,1834400,home,George,Bryson,Webb,16,2013Q3,105,2013
LL0001139,1530000,2013-04-06,30,360,1.72,0.03318,6715.89,80,992728.72,1833050,home,Titus,Seth,Delgado,11,2013Q2,280,2013
LL0001085,1740000,2018-03-17,30,360,2.85,0.04448,8762.64,21,1555984.46,1832750,investment property,Raymond,Conner,Chen,13,2018Q1,339,2018
LL0000084,1570000,2012-03-17,30,360,2.31,0.03908,7412.39,93,880647.89,1832300,commerical property,Skye,Blake,Oconnor,9,2012Q1,267,2012
LL0001664,1650000,2013-05-19,15,180,1.95,0.03248,11592.43,79,734197.96,1830900,commerical property,Jeremiah,Aaron,Morris,13,2013Q2,101,2013
LL0001427,1680000,2018-06-26,30,360,2.88,0.04478,8490.37,18,1527173.4,1827700,home,Richard,Antonio,Dixon,17,2018Q2,342,2018
LL0001254,1630000,2012-06-17,15,180,1.6,0.02898,11176.69,90,624097.79,1827700,investment property,Leah,Emely,Scott,17,2012Q2,90,2012
LL0000211,1640000,2013-01-24,30,360,1.88,0.03478,7344.21,83,1030430.78,1826650,commerical property,Finley,Leon,Dickerson,14,2013Q1,277,2013
LL0000349,1690000,2012-08-22,15,180,1.71,0.03008,11677.33,88,662394.68,1824400,home,Taylor,Emily,Watson,6,2012Q3,92,2012
LL0000074,1600000,2014-06-13,30,360,2.6,0.04198,7822.41,66,1083721.13,1821400,commerical property,Colette,Lauryn,Weiss,9,2014Q2,294,2014
LL0000577,1630000,2016-02-14,30,360,1.74,0.03338,7172.83,46,1300050.0,1820850,investment property,Caitlyn,Jaelynn,Farrell,2,2016Q1,314,2016
LL0000369,1730000,2018-05-02,30,360,2.97,0.04568,8835.69,19,1562121.83,1820450,home,Abraham,Titus,Heck,13,2018Q2,341,2018
LL0001603,1620000,2012-06-07,30,360,1.66,0.03258,7057.46,90,984828.85,1818200,home,Collin,Devin,Walsh,5,2012Q2,270,2012
LL0001606,1720000,2014-08-19,30,360,2.4,0.03998,8209.56,64,1194588.16,1818050,home,Kyle,King,Hampton,10,2014Q3,296,2014
LL0000484,1550000,2015-04-14,30,360,1.9,0.03498,6958.46,56,1160326.11,1816150,home,Alexander,Harrison,Tinsley,10,2015Q2,304,2015
LL0000687,1760000,2017-01-04,30,360,2.439,0.04037,8440.1,35,1464596.67,1814600,home,Brady,August,Knight,3,2017Q1,325,2017
LL0001137,1700000,2017-01-18,15,180,2.4296,0.03728,12344.24,35,1267951.77,1813900,commerical property,Antonio,Jayceon,Baughman,17,2017Q1,145,2017
LL0000451,1716000,2014-08-24,30,360,2.4,0.03998,8190.47,64,1191810.05,1813800,investment property,Rowan,Esmeralda,Steele,7,2014Q3,296,2014
LL0001022,1640000,2017-02-09,30,360,2.3948,0.03993,7822.99,34,1374018.21,1812800,commerical property,Karen,Helena,Trujillo,3,2017Q1,326,2017
LL0001581,1608000,2015-07-24,30,360,2.27,0.03868,7554.98,53,1207586.31,1809100,commerical property,Kaydence,Elsie,Mccarthy,17,2015Q3,307,2015
LL0001001,1572000,2016-12-08,30,360,2.4071,0.04006,7510.41,36,1301625.34,1807950,commerical property,Ayden,Jace,Ledesma,13,2016Q4,324,2016
LL0001535,1610000,2015-10-14,30,360,1.99,0.03588,7308.94,50,1244553.09,1807000,commerical property,Erik,Ronan,Lyons,8,2015Q4,310,2015
LL0000286,1680000,2013-01-23,30,360,1.86,0.03458,7504.62,83,1057116.65,1806700,commerical property,Sloane,Alicia,Vaughn,6,2013Q1,277,2013
LL0001349,1680000,2019-11-11,30,360,1.94,0.03538,7579.63,1,1672420.37,1802550,home,Hudson,Grant,Palma,18,2019Q4,359,2019
LL0001040,1740000,2016-08-07,30,360,1.59,0.03188,7513.51,40,1439459.68,1802100,commerical property,Parker,Jordan,Heath,12,2016Q3,320,2016
LL0001686,1610000,2012-10-13,30,360,1.69,0.03288,7040.44,86,1004521.87,1801800,commerical property,Austin,Josiah,Garrison,13,2012Q4,274,2012
LL0001350,1610000,2012-10-22,15,180,1.83,0.03128,11217.75,86,645273.86,1801350,commerical property,Elle,Joy,Figueroa,14,2012Q4,94,2012
LL0001661,1660000,2012-04-22,30,360,1.99,0.03588,7535.92,92,966695.01,1800500,home,Daniel,Jensen,Brown,13,2012Q2,268,2012
LL0000542,1608000,2012-11-04,30,360,1.75,0.03348,7084.9,85,1005783.8,1798700,investment property,James,Andres,Munoz,7,2012Q4,275,2012
LL0000189,1610000,2019-10-01,30,360,1.65,0.03248,7005.05,3,1588984.84,1794600,home,Tristan,Carson,Quintanilla,15,2019Q4,357,2019
LL0000901,1720000,2019-04-24,15,180,2.53,0.03828,12574.89,8,1619400.88,1792600,home,Myla,Gia,Horton,6,2019Q2,172,2019
LL0001215,1656000,2015-11-04,30,360,2.25,0.03848,7761.57,49,1275682.92,1791950,investment property,Rylie,Francesca,Fitzgerald,18,2015Q4,311,2015
LL0000701,1590000,2012-04-01,30,360,2.23,0.03828,7434.09,93,898629.79,1791550,investment property,Easton,Lincoln,Wade,12,2012Q2,267,2012
LL0000890,1660000,2012-10-21,30,360,1.79,0.03388,7350.75,86,1027835.69,1791400,home,Mason,Vero,Brown,15,2012Q4,274,2012
LL0000719,1650000,2015-07-22,15,180,2.33,0.03628,11899.55,53,1019323.85,1791200,home,Mateo,Adam,Powers,10,2015Q3,127,2015
LL0001738,1550000,2016-08-27,30,360,1.6296,0.03228,6727.0,40,1280920.13,1791100,home,Sophia,Emma,Bond,11,2016Q3,320,2016
LL0001478,1710000,2018-11-26,30,360,3.07,0.04668,8835.85,13,1595133.99,1790050,commerical property,Zachary,Paul,Fournier,15,2018Q4,347,2018
LL0000742,1590000,2012-05-06,30,360,1.91,0.03508,7146.91,91,939630.93,1789800,home,Jonah,Kaiden,Snyder,1,2012Q2,269,2012
LL0000751,1520000,2015-02-02,30,360,1.68,0.03278,6638.52,58,1134966.01,1789700,commerical property,Ryan,Dylan,Wyatt,5,2015Q1,302,2015
LL0000208,1540000,2016-03-20,30,360,1.88,0.03478,6896.39,45,1229662.45,1789100,home,Ainsley,Journee,Lyons,2,2016Q1,315,2016
LL0001103,1500000,2014-01-21,30,360,2.85,0.04449,7554.89,71,963602.61,1788550,commerical property,Cohen,Cruz,Trevino,13,2014Q1,289,2014
LL0001247,1780000,2019-07-22,30,360,2.05,0.03648,8140.77,5,1739296.13,1788150,commerical property,Lennon,Jessa,Cain,18,2019Q3,355,2019
LL0001372,1690000,2017-12-06,30,360,2.33,0.03928,7998.33,24,1498040.17,1787800,investment property,Micah,Blake,Calloway,1,2017Q4,336,2017
LL0000733,1580000,2018-06-26,30,360,2.88,0.04478,7984.99,18,1436270.22,1787700,commerical property,Sophia,Kiara,Williams,15,2018Q2,342,2018
LL0001196,1690000,2014-11-01,15,180,2.35,0.03648,12204.72,62,933307.59,1784350,commerical property,Beckham,Emanuel,Booth,7,2014Q4,118,2014
LL0001303,1608000,2013-08-27,30,360,2.72,0.04318,7974.54,76,1001935.14,1783900,home,Jeremiah,Christian,Christian,6,2013Q3,284,2013
LL0000102,1560000,2014-04-27,15,180,2.68,0.03978,11521.94,68,776508.04,1783750,commerical property,Holden,Andre,Monroe,12,2014Q2,112,2014
LL0000959,1520000,2015-06-12,30,360,2.39,0.03988,7246.2,54,1128705.15,1783200,investment property,Silas,Wesley,Kennedy,1,2015Q2,306,2015
LL0001138,1668000,2016-12-24,30,360,2.5373,0.04136,8094.62,36,1376593.64,1783150,commerical property,Jacob,Jorge,Burke,12,2016Q4,324,2016
LL0000570,1536000,2013-01-16,30,360,1.84,0.03438,6844.28,83,967925.01,1783050,home,Phoenix,Kyra,Waters,15,2013Q1,277,2013
LL0001706,1690000,2014-12-08,30,360,2.26,0.03858,7930.58,60,1214165.07,1782500,home,Everett,Donovan,Brady,12,2014Q4,300,2014
LL0000066,1620000,2017-09-17,30,360,2.2023,0.03801,7549.43,27,1416165.35,1781800,investment property,Grayson,Joel,Toledo,17,2017Q3,333,2017
LL0001205,1660000,2019-11-28,30,360,1.77,0.03368,7332.37,1,1652667.63,1781700,home,Dylan,Jillian,Yang,7,2019Q4,359,2019
LL0000073,1490000,2013-12-12,30,360,2.89,0.04489,7539.88,72,947128.95,1780550,home,Guadalupe,Emelia,Sweeney,3,2013Q4,288,2013
LL0001507,1476000,2013-05-15,30,360,1.94,0.03539,6660.07,79,949854.15,1777100,home,Mikaela,Tiana,Bond,18,2013Q2,281,2013
LL0000280,1770000,2019-10-26,30,360,1.8,0.03398,7847.66,2,1754304.69,1773350,home,Xander,Dominick,Gavin,1,2019Q4,358,2019
LL0000288,1580000,2016-01-07,30,360,2.16,0.03758,7324.4,47,1235753.17,1772750,commerical property,Paul,Edwin,Branham,7,2016Q1,313,2016
LL0000242,1690000,2015-07-15,30,360,2.36,0.03958,8027.45,53,1264545.08,1771550,commerical property,Amina,Cadence,Lambert,12,2015Q3,307,2015
LL0000289,1590000,2016-09-12,15,180,1.6629,0.02961,10950.45,39,1162932.48,1770300,investment property,Frances,Cecelia,Cochran,1,2016Q3,141,2016
LL0001542,1668000,2017-09-10,30,360,2.0507,0.03649,7629.49,27,1462003.9,1770150,investment property,King,Rhett,Delossantos,18,2017Q3,333,2017
LL0001048,1460000,2012-11-25,30,360,1.7,0.03299,6393.34,85,916565.92,1769650,home,Amir,Aidan,Spencer,7,2012Q4,275,2012
LL0000316,1600000,2017-05-15,30,360,2.3433,0.03942,7585.24,31,1364857.52,1768050,investment property,Charles,Malachi,Starkey,11,2017Q2,329,2017
LL0000637,1596000,2017-03-12,30,360,2.5745,0.04173,7779.58,33,1339273.74,1767250,commerical property,Benjamin,Emiliano,Lawson,5,2017Q1,327,2017
LL0001736,1540000,2017-06-22,30,360,2.1477,0.03746,7128.49,30,1326145.45,1766150,commerical property,Dominic,Alejandro,Loomis,9,2017Q2,330,2017
LL0001546,1560000,2012-01-03,30,360,1.97,0.03568,7064.45,95,888877.63,1766000,home,Kendra,Mckinley,Miles,11,2012Q1,265,2012
LL0001533,1600000,2017-07-15,30,360,2.3319,0.0393,7574.22,29,1380347.72,1765000,investment property,Nathaniel,Mateo,Talbot,13,2017Q3,331,2017
LL0001433,1660000,2014-04-08,30,360,2.69,0.04288,8203.17,68,1102184.22,1764700,investment property,Paisley,Amelia,Roberts,7,2014Q2,292,2014
LL0001307,1490000,2014-11-02,30,360,2.35,0.03949,7069.75,61,1058745.34,1764300,home,Madeline,Elizabeth,Morales,2,2014Q4,299,2014
LL0000785,1710000,2017-01-11,15,180,2.3721,0.0367,12367.75,35,1277128.9,1764250,home,Erik,Finley,Heath,17,2017Q1,145,2017
LL0001126,1550000,2014-12-18,30,360,2.22,0.03818,7238.23,60,1115706.16,1762000,home,Javier,Colt,Braswell,1,2014Q4,300,2014
LL0000710,1668000,2014-11-18,30,360,2.32,0.03918,7884.64,61,1187037.19,1761500,commerical property,Justin,Ryder,Mcnally,10,2014Q4,299,2014
LL0001722,1560000,2015-07-18,30,360,2.34,0.03938,7392.03,53,1168222.6,1761400,investment property,Khloe,Harper,Fisher,12,2015Q3,307,2015
LL0000927,1590000,2013-12-15,30,360,2.88,0.04478,8035.53,72,1011442.17,1760400,home,Logan,Liam,Miller,10,2013Q4,288,2013
LL0001377,1572000,2013-01-02,30,360,1.86,0.03458,7022.18,83,989159.15,1759750,home,Holly,Regina,Salinas,3,2013Q1,277,2013
LL0000320,1650000,2017-04-17,30,360,2.2498,0.03848,7733.45,32,1402529.56,1759450,home,Jazmin,Aubrie,Farmer,18,2017Q2,328,2017
LL0000965,1584000,2016-12-23,30,360,2.5373,0.04136,7686.98,36,1307268.78,1759200,home,Miles,Kayden,Faust,5,2016Q4,324,2016
LL0001311,1680000,2015-09-25,30,360,2.17,0.03768,7797.51,51,1282326.93,1757950,investment property,Marina,Mia,Johns,7,2015Q3,309,2015
LL0001053,1520000,2013-08-20,30,360,2.82,0.04418,7627.74,76,940292.07,1756250,investment property,Hudson,Eli,Yi,2,2013Q3,284,2013
LL0000600,1560000,2012-07-21,30,360,1.49,0.03088,6651.29,89,968034.97,1756000,home,Greta,Lilyana,Pittman,10,2012Q3,271,2012
LL0001214,1670000,2018-08-03,30,360,2.95,0.04548,8509.34,16,1533850.55,1755800,home,Jesse,Bryan,Frank,13,2018Q3,344,2018
LL0000269,1630000,2019-10-09,30,360,1.59,0.03188,7038.52,2,1615922.97,1754200,investment property,Harrison,Miles,Cleary,5,2019Q4,358,2019
LL0000584,1572000,2019-11-26,30,360,1.74,0.03338,6917.6,1,1565082.4,1753800,commerical property,Marco,Edgar,Jennings,4,2019Q4,359,2019
LL0000694,1530000,2014-05-05,30,360,2.63,0.04228,7506.99,67,1027031.81,1753350,investment property,Conner,Pedro,Beam,3,2014Q2,293,2014
LL0000468,1590000,2017-08-22,15,180,2.2131,0.03512,11376.0,28,1271471.87,1753100,commerical property,Elizabeth,Isabella,Bates,8,2017Q3,152,2017
LL0001362,1464000,2014-01-22,15,180,2.87,0.04169,10953.43,71,686306.12,1752500,investment property,Esther,Parker,Duncan,5,2014Q1,109,2014
LL0001052,1740000,2019-05-01,30,360,2.52,0.04118,8425.83,8,1672593.36,1752250,investment property,Kameron,Zane,Olsen,16,2019Q2,352,2019
LL0001626,1570000,2019-11-19,30,360,1.79,0.03388,6952.21,1,1563047.79,1752150,home,Aleena,Madilynn,Chan,11,2019Q4,359,2019
LL0000453,1660000,2014-12-17,30,360,2.14,0.03738,7676.42,60,1199414.81,1752050,home,Jaycee,Madison,Golden,6,2014Q4,300,2014
LL0000251,1500000,2012-10-16,30,360,1.75,0.03349,6609.87,86,931550.83,1751650,home,Leia,Aleena,Avila,18,2012Q4,274,2012
LL0000371,1570000,2013-05-10,15,180,1.9,0.03198,10992.26,79,701611.15,1751350,commerical property,Walter,Ellis,Suggs,4,2013Q2,101,2013
LL0001336,1596000,2014-10-23,30,360,2.29,0.03888,7516.86,62,1129954.9,1750800,home,Carter,Daniel,Brown,1,2014Q4,298,2014
LL0000992,1550000,2012-06-24,30,360,1.69,0.03288,6778.07,90,939974.0,1747350,investment property,Justin,Waylon,Mcmahan,14,2012Q2,270,2012
LL0000761,1590000,2014-09-12,30,360,2.62,0.04218,7792.09,63,1099098.55,1746850,home,Leo,Kevin,Burk,2,2014Q3,297,2014
LL0000827,1632000,2013-10-07,30,360,2.65,0.04248,8026.55,74,1038035.43,1745850,commerical property,Mario,Adan,Askew,4,2013Q4,286,2013
LL0000979,1540000,2018-08-09,15,180,2.93,0.04228,11567.95,16,1354912.83,1745500,commerical property,Dakota,June,Mendez,15,2018Q3,164,2018
LL0001477,1460000,2014-03-23,30,360,2.75,0.04349,7267.19,69,958563.73,1745500,commerical property,Lainey,Mabel,Kirby,6,2014Q1,291,2014
LL0001209,1460000,2014-03-24,30,360,2.74,0.04339,7258.6,69,959156.82,1745450,commerical property,Valerie,Summer,Schmidt,12,2014Q1,291,2014
LL0001198,1656000,2018-05-22,30,360,3.06,0.04658,8546.89,19,1493609.14,1745450,investment property,Nehemiah,Atticus,Harrell,16,2018Q2,341,2018
LL0000604,1560000,2016-07-03,30,360,1.46,0.03058,6625.92,41,1288337.22,1743850,commerical property,Sawyer,Jenna,Chen,6,2016Q3,319,2016
LL0001518,1710000,2018-03-12,30,360,2.87,0.04468,8631.84,21,1528731.45,1743000,commerical property,Zion,Jasper,Ballard,10,2018Q1,339,2018
LL0001371,1728000,2019-03-15,30,360,2.59,0.04188,8438.12,9,1652056.93,1742600,home,Jacob,Noah,Jones,17,2019Q1,351,2019
